lemma,pos,count,freq_per_100000
accordance,NOUN,364,2.7440155395710786
accordant,NOUN,1,0.0075385042295908755
according,NOUN,2,0.015077008459181751
accordingly,ADV,232,1.7489329812650831
accordion,NOUN,10,0.07538504229590876
accords,PROPN,10,0.07538504229590876
accost,VERB,9,0.06784653806631788
account,NOUN,1717,12.943611762207533
account,PROPN,29,0.2186166226581354
account,VERB,911,6.867577353157287
accountability,ADJ,1,0.0075385042295908755
accountability,NOUN,334,2.5178604126833526
accountability,PROPN,50,0.3769252114795438
accountable,ADJ,162,1.221237685193722
accountable,PROPN,3,0.022615512688772627
accountancy,NOUN,6,0.04523102537754525
accountancy,PROPN,6,0.04523102537754525
accountant,NOUN,113,0.851850977943769
accountant,PROPN,3,0.022615512688772627
accountant,VERB,1,0.0075385042295908755
accountants,PROPN,41,0.3090786734132259
accounting,NOUN,344,2.5932454549792614
accounting,PROPN,430,3.2415568187240766
accounting,PUNCT,2,0.015077008459181751
accounts,ADV,2,0.015077008459181751
accounts,PROPN,50,0.3769252114795438
accounts,X,1,0.0075385042295908755
accouterment,NOUN,2,0.015077008459181751
accouterment,PROPN,1,0.0075385042295908755
accoutrement,NOUN,4,0.030154016918363502
accra,PROPN,2,0.015077008459181751
accredit,VERB,11,0.08292354652549963
accreditation,NOUN,15,0.11307756344386313
accreditation,PROPN,10,0.07538504229590876
accredited,ADJ,4,0.030154016918363502
accrediting,NOUN,1,0.0075385042295908755
accrete,VERB,1,0.0075385042295908755
accretion,NOUN,14,0.10553905921427226
accrual,ADJ,8,0.060308033836727004
accrual,NOUN,2,0.015077008459181751
accrual,PROPN,2,0.015077008459181751
accrue,ADJ,1,0.0075385042295908755
accrue,NOUN,5,0.03769252114795438
accrue,PROPN,2,0.015077008459181751
accrue,VERB,58,0.4372332453162708
acculturate,VERB,4,0.030154016918363502
acculturation,NOUN,6,0.04523102537754525
accumulate,NOUN,31,0.23369363111731714
accumulate,VERB,383,2.8872471199333054
accumulated,ADJ,2,0.015077008459181751
accumulated,PROPN,3,0.022615512688772627
accumulating,NOUN,4,0.030154016918363502
accumulation,NOUN,465,3.505404466759757
accumulation,PROPN,4,0.030154016918363502
accumulations,PROPN,1,0.0075385042295908755
accumulative,ADJ,1,0.0075385042295908755
accumulator,NOUN,2,0.015077008459181751
accuracy,NOUN,597,4.500487025065753
accuracy,PROPN,9,0.06784653806631788
accurate,ADJ,702,5.292029969172795
accurate,PROPN,10,0.07538504229590876
accurate,VERB,8,0.060308033836727004
accurately,ADV,322,2.4273983619282617
accurse,VERB,2,0.015077008459181751
accusation,NOUN,177,1.3343152486375849
accusation,VERB,3,0.022615512688772627
accusations,PROPN,1,0.0075385042295908755
accusative,ADJ,1,0.0075385042295908755
accusative,NOUN,1,0.0075385042295908755
accusative,VERB,1,0.0075385042295908755
accusatory,ADJ,7,0.05276952960713613
accuse,NOUN,1,0.0075385042295908755
accuse,VERB,786,5.925264324458428
accused,PROPN,3,0.022615512688772627
accuser,NOUN,39,0.2940016649540442
accuser,PROPN,1,0.0075385042295908755
accusingly,ADV,4,0.030154016918363502
accustom,ADJ,1,0.0075385042295908755
accustom,NOUN,1,0.0075385042295908755
accustom,VERB,19,0.14323158036222663
accustomed,ADJ,77,0.5804648256784974
ace,ADP,1,0.0075385042295908755
ace,NOUN,22,0.16584709305099926
ace,PROPN,94,0.7086193975815424
ace,VERB,6,0.04523102537754525
acellular,ADJ,1,0.0075385042295908755
acentric,ADJ,1,0.0075385042295908755
acequia,PROPN,1,0.0075385042295908755
acerbic,ADJ,8,0.060308033836727004
acerbity,NOUN,1,0.0075385042295908755
aces,PROPN,2,0.015077008459181751
acetabularia,PROPN,4,0.030154016918363502
acetabulum,NOUN,2,0.015077008459181751
acetaminophen,ADV,2,0.015077008459181751
acetaminophen,NOUN,3,0.022615512688772627
acetaminophen,PROPN,6,0.04523102537754525
acetate,ADJ,1,0.0075385042295908755
acetate,NOUN,123,0.9272360202396777
acetate,PROPN,52,0.3920022199387255
acetate,VERB,2,0.015077008459181751
acetazolamide,ADJ,3,0.022615512688772627
acetazolamide,NOUN,25,0.1884626057397719
acetazolamide,PROPN,4,0.030154016918363502
acetic,ADJ,56,0.42215623685708903
acetic,PROPN,1,0.0075385042295908755
acetol,PROPN,1,0.0075385042295908755
acetone,NOUN,47,0.3543096987907712
acetone,PROPN,2,0.015077008459181751
acetonitrile,ADJ,18,0.13569307613263576
acetonitrile,PROPN,3,0.022615512688772627
acetyl,NOUN,4,0.030154016918363502
acetyl,PROPN,33,0.2487706395764989
acetyl,VERB,1,0.0075385042295908755
acetylate,VERB,18,0.13569307613263576
acetylated,ADJ,2,0.015077008459181751
acetylated,NOUN,1,0.0075385042295908755
acetylation,NOUN,33,0.2487706395764989
acetylcholine,ADJ,3,0.022615512688772627
acetylcholine,NOUN,33,0.2487706395764989
acetylcholine,PROPN,28,0.21107811842854451
acetylcholine,VERB,11,0.08292354652549963
acetylcholinesterase,NOUN,4,0.030154016918363502
acetylenic,ADJ,1,0.0075385042295908755
acetylsalicylic,ADJ,1,0.0075385042295908755
ach,ADJ,31,0.23369363111731714
ach,ADV,1,0.0075385042295908755
ach,INTJ,1,0.0075385042295908755
ach,NOUN,7,0.05276952960713613
ach,PROPN,34,0.25630914380608977
achaean,PROPN,1,0.0075385042295908755
